Chr	Start	End	Gene
chr16	23635324	23635420	PALB2
chr16	23637551	23637723	PALB2
chr16	23640519	23640601	PALB2
chr16	23640955	23641795	PALB2
chr16	23646177	23647660	PALB2
chr16	23649165	23649278	PALB2
chr16	23649385	23649455	PALB2
chr16	23652425	23652483	PALB2
chr16	24105653	24105684	chr16:24.1Mb
chr16	27356187	27356218	IL4R
chr16	30000885	30000916	TAOK2
chr16	46697082	46697113	chr16:46.7Mb
chr16	49672504	49672535	ZNF423
chr16	52473247	52473278	TOX3
chr16	55536671	55536702	MMP2
chr16	57062161	57062192	chr16:57.1Mb
chr16	65005446	65005477	chr16:65.0Mb
chr16	66413179	66413210	chr16:66.4Mb
chr16	68771313	68771371	CDH1
chr16	68772194	68772319	CDH1
chr16	68835567	68835801	CDH1
chr16	68842321	68842475	CDH1
chr16	68842590	68842756	CDH1
chr16	68844094	68844249	CDH1
chr16	68845581	68845767	CDH1
chr16	68846032	68846171	CDH1
chr16	68847210	68847403	CDH1
chr16	68849412	68849667	CDH1
chr16	68853177	68853333	CDH1
chr16	68855898	68856133	CDH1
chr16	68857296	68857534	CDH1
chr16	68862071	68862212	CDH1
chr16	68863551	68863705	CDH1
chr16	68867187	68867407	CDH1
chr16	69599787	69599818	chr16:69.6Mb
chr16	72007383	72007414	PKD1L3
chr16	75148588	75148619	chr16:75.1Mb
chr16	78312481	78312512	WWOX
chr16	81142241	81142272	PKD1L2
chr16	84075547	84075578	SLC38A8
chr16	87350757	87350788	C16orf95;LOC101928659
chr16	89805003	89805121	FANCA;ZNF276
chr16	89805156	89805387	FANCA;ZNF276
chr16	89805531	89805702	FANCA;ZNF276
chr16	89805880	89805966	FANCA;ZNF276
chr16	89806292	89806512	FANCA;ZNF276
chr16	89807206	89807279	FANCA;ZNF276
chr16	89809202	89809351	FANCA
chr16	89811361	89811484	FANCA
chr16	89812986	89813101	FANCA
chr16	89813233	89813303	FANCA
chr16	89815061	89815180	FANCA
chr16	89816132	89816315	FANCA
chr16	89818540	89818635	FANCA
chr16	89824979	89825118	FANCA
chr16	89828351	89828435	FANCA
chr16	89831292	89831479	FANCA
chr16	89833543	89833650	FANCA
chr16	89836239	89836437	FANCA
chr16	89836568	89836672	FANCA
chr16	89836966	89837047	FANCA
chr16	89838080	89838227	FANCA
chr16	89839673	89839797	FANCA
chr16	89842144	89842228	FANCA
chr16	89845203	89845263	FANCA
chr16	89845345	89845416	FANCA
chr16	89846271	89846370	FANCA
chr16	89849261	89849331	FANCA
chr16	89849409	89849515	FANCA
chr16	89851256	89851377	FANCA
chr16	89857805	89857949	FANCA
chr16	89858329	89858481	FANCA
chr16	89858873	89858960	FANCA
chr16	89862308	89862431	FANCA
chr16	89865481	89865492	FANCA
chr16	89865568	89865645	FANCA
chr16	89866007	89866051	FANCA
chr16	89869661	89869754	FANCA
chr16	89871682	89871805	FANCA
chr16	89874696	89874780	FANCA
chr16	89877109	89877215	FANCA
chr16	89877331	89877484	FANCA
chr16	89880922	89881026	FANCA
chr16	89882279	89882399	FANCA
chr16	89882939	89883028	FANCA
chr16	89985661	89986625	MC1R
chr16	90108816	90108847	chr16:90.1Mb
chr17	131500	131531	chr17:0.1Mb
chr17	3119751	3119782	OR1A1
chr17	6021525	6021556	chr17:6.0Mb
chr17	7290806	7290836	chr17:7.3Mb
chr17	7329617	7329647	C17orf74
chr17	7414943	7414973	chr17:7.4Mb
chr17	7460502	7460532	TNFSF12
chr17	7490364	7490394	chr17:7.5Mb
chr17	7572921	7573013	TP53
chr17	7573921	7574038	TP53
chr17	7576531	7576589	TP53
chr17	7576619	7576662	TP53
chr17	7576847	7576931	TP53
chr17	7577013	7577160	TP53
chr17	7577493	7577613	TP53
chr17	7578100	7578130	chr17:7.6Mb
chr17	7578171	7578294	TP53
chr17	7578365	7578559	TP53
chr17	7579306	7579595	TP53
chr17	7579694	7579726	TP53
chr17	7579786	7579816	TP53
chr17	7579833	7579917	TP53
chr17	7592153	7592183	WRAP53
chr17	7733818	7733848	chr17:7.7Mb
chr17	7843038	7843068	CNTROB
chr17	7948160	7948190	ALOX15B
chr17	8027303	8027333	chr17:8.0Mb
chr17	8161134	8161164	PFAS
chr17	9153845	9153876	STX8
chr17	11924198	11924323	MAP2K4
chr17	11935577	11935620	MAP2K4
chr17	11958200	11958313	MAP2K4
chr17	11973152	11973171	MAP2K4
chr17	11984667	11984852	MAP2K4
chr17	11998886	11999016	MAP2K4
chr17	12011101	12011231	MAP2K4
chr17	12013686	12013748	MAP2K4
chr17	12016544	12016682	MAP2K4
chr17	12028605	12028693	MAP2K4
chr17	12032450	12032609	MAP2K4
chr17	12043150	12043206	MAP2K4
chr17	12044458	12044582	MAP2K4
chr17	13980334	13980365	COX10
chr17	15134159	15134190	PMP22
chr17	18003632	18003663	chr17:18.0Mb
chr17	21087655	21087686	DHRS7B
chr17	25628804	25628835	WSB1
chr17	27009733	27009764	SUPT6H
chr17	29422322	29422392	NF1
chr17	29482962	29483149	NF1
chr17	29486022	29486116	NF1
chr17	29490198	29490399	NF1
chr17	29496903	29497020	NF1
chr17	29508434	29508512	NF1
chr17	29508722	29508808	NF1
chr17	29509520	29509688	NF1
chr17	29527434	29527618	NF1
chr17	29528049	29528182	NF1
chr17	29528391	29528508	NF1
chr17	29533252	29533394	NF1
chr17	29541463	29541608	NF1
chr17	29546017	29546141	NF1
chr17	29548862	29549013	NF1
chr17	29550456	29550590	NF1
chr17	29552107	29552273	NF1
chr17	29553447	29553707	NF1
chr17	29554230	29554314	NF1
chr17	29554535	29554629	NF1
chr17	29556037	29556488	NF1
chr17	29556847	29556997	NF1
chr17	29557272	29557405	NF1
chr17	29557854	29557948	NF1
chr17	29559085	29559212	NF1
chr17	29559712	29559904	NF1
chr17	29560014	29560236	NF1
chr17	29562623	29562795	NF1
chr17	29562930	29563044	NF1
chr17	29575996	29576142	NF1
chr17	29579950	29580023	NF1
chr17	29585356	29585525	NF1
chr17	29586044	29586152	NF1
chr17	29587381	29587538	NF1
chr17	29588723	29588880	NF1
chr17	29592241	29592362	NF1
chr17	29652832	29653275	NF1
chr17	29654511	29654862	NF1
chr17	29657308	29657521	NF1
chr17	29661850	29662054	NF1
chr17	29663345	29663496	NF1
chr17	29663647	29663937	NF1
chr17	29664380	29664605	NF1
chr17	29664831	29664903	NF1
chr17	29665037	29665162	NF1
chr17	29665716	29665828	NF1
chr17	29667517	29667668	NF1
chr17	29670021	29670158	NF1
chr17	29676089	29676274	NF1
chr17	29677195	29677341	NF1
chr17	29679269	29679437	NF1
chr17	29683472	29683605	NF1
chr17	29683972	29684113	NF1
chr17	29684281	29684392	NF1
chr17	29685492	29685645	NF1
chr17	29685981	29686038	NF1
chr17	29687499	29687726	NF1
chr17	29689300	29689375	NF1
chr17	29694237	29694301	NF1
chr17	29701025	29701178	NF1
chr17	30221986	30222017	UTP6
chr17	33288347	33288378	CCT6B
chr17	33427966	33428060	RAD51D
chr17	33428214	33428389	RAD51D;RAD51L3-RFFL
chr17	33430267	33430348	RAD51D;RAD51L3-RFFL
chr17	33430467	33430568	RAD51D;RAD51L3-RFFL
chr17	33433399	33433505	RAD51D;RAD51L3-RFFL
chr17	33434001	33434146	RAD51D
chr17	33434379	33434471	RAD51D
chr17	33443872	33444061	RAD51D
chr17	33445514	33445643	RAD51D
chr17	33446124	33446196	RAD51D
chr17	33446545	33446637	RAD51D
chr17	36353544	36353575	chr17:36.4Mb
chr17	37618319	37619375	CDK12
chr17	37627126	37628021	CDK12
chr17	37646804	37646991	CDK12
chr17	37648998	37649148	CDK12
chr17	37650771	37650952	CDK12
chr17	37657497	37657697	CDK12
chr17	37665952	37666019	CDK12
chr17	37667776	37667888	CDK12
chr17	37671978	37672066	CDK12
chr17	37673687	37673814	CDK12
chr17	37676203	37676345	CDK12
chr17	37680921	37681143	CDK12
chr17	37682111	37682574	CDK12
chr17	37686820	37686841	CDK12
chr17	37686851	37687596	CDK12
chr17	37855807	37855845	ERBB2
chr17	37856486	37856569	ERBB2
chr17	37863237	37863399	ERBB2
chr17	37864568	37864792	ERBB2
chr17	37865565	37865710	ERBB2
chr17	37866060	37866139	ERBB2
chr17	37866333	37866459	ERBB2
chr17	37866587	37866739	ERBB2
chr17	37868175	37868305	ERBB2
chr17	37868569	37868706	ERBB2
chr17	37871533	37871617	ERBB2
chr17	37871693	37871794	ERBB2
chr17	37871987	37872197	ERBB2
chr17	37872548	37872691	ERBB2
chr17	37872762	37872863	ERBB2
chr17	37873567	37873738	ERBB2
chr17	37876034	37876092	ERBB2
chr17	37879566	37879715	ERBB2
chr17	37879785	37879918	ERBB2
chr17	37880159	37880268	ERBB2
chr17	37880973	37881169	ERBB2
chr17	37881296	37881462	ERBB2
chr17	37881574	37881660	ERBB2
chr17	37881954	37882111	ERBB2
chr17	37882809	37882917	ERBB2;MIR4728
chr17	37883062	37883261	ERBB2
chr17	37883542	37883805	ERBB2
chr17	37883936	37884302	ERBB2
chr17	38785031	38785250	SMARCE1
chr17	38786468	38786543	SMARCE1
chr17	38786960	38787181	SMARCE1
chr17	38787838	38787950	SMARCE1
chr17	38788441	38788624	SMARCE1
chr17	38792177	38792359	SMARCE1
chr17	38792641	38792783	SMARCE1
chr17	38793738	38793829	SMARCE1
chr17	38798701	38798816	SMARCE1
chr17	38801822	38801876	SMARCE1
chr17	38802042	38802059	SMARCE1
chr17	39081697	39081728	KRT23
chr17	40467757	40467823	STAT3
chr17	40468688	40468924	STAT3
chr17	40469194	40469247	STAT3
chr17	40474294	40474517	STAT3
chr17	40475016	40475166	STAT3
chr17	40475272	40475377	STAT3
chr17	40475585	40475648	STAT3
chr17	40476723	40476869	STAT3
chr17	40476975	40477084	STAT3
chr17	40478128	40478222	STAT3
chr17	40481422	40481480	STAT3
chr17	40481566	40481670	STAT3
chr17	40481759	40481799	STAT3
chr17	40483484	40483554	STAT3
chr17	40485685	40485788	STAT3
chr17	40485903	40486072	STAT3
chr17	40489447	40489609	STAT3
chr17	40489775	40489880	STAT3
chr17	40490743	40490835	STAT3
chr17	40491326	40491432	STAT3
chr17	40497571	40497680	STAT3
chr17	40498581	40498736	STAT3
chr17	40500401	40500543	STAT3
chr17	40540291	40540582	STAT3
chr17	41150934	41150964	chr17:41.2Mb
chr17	41154802	41154832	chr17:41.2Mb
chr17	41174010	41174040	VAT1
chr17	41196393	41196423	BRCA1
chr17	41196806	41196836	BRCA1
chr17	41197259	41197289	BRCA1
chr17	41197689	41197824	BRCA1
chr17	41199654	41199725	BRCA1
chr17	41201132	41201216	BRCA1
chr17	41203074	41203139	BRCA1
chr17	41209063	41209157	BRCA1
chr17	41215344	41215395	BRCA1
chr17	41215885	41215973	BRCA1
chr17	41219619	41219717	BRCA1
chr17	41222939	41223260	BRCA1
chr17	41226342	41226543	BRCA1
chr17	41228499	41228636	BRCA1
chr17	41231345	41231421	BRCA1
chr17	41234415	41234597	BRCA1
chr17	41242923	41243054	BRCA1
chr17	41243446	41246882	BRCA1
chr17	41247857	41247944	BRCA1
chr17	41249255	41249311	BRCA1
chr17	41251786	41251902	BRCA1
chr17	41251916	41251946	chr17:41.3Mb
chr17	41256133	41256283	BRCA1
chr17	41256879	41256978	BRCA1
chr17	41258467	41258555	BRCA1
chr17	41262589	41262619	chr17:41.3Mb
chr17	41267737	41267801	BRCA1
chr17	41276028	41276118	BRCA1
chr17	41276137	41276179	chr17:41.3Mb
chr17	41277172	41277202	BRCA1
chr17	41330009	41330039	NBR1
chr17	41331445	41331475	chr17:41.3Mb
chr17	41352628	41352658	chr17:41.4Mb
chr17	41353791	41353821	NBR1
chr17	41361866	41361896	NBR1
chr17	41361945	41361975	NBR1
chr17	42018455	42018486	chr17:42.0Mb
chr17	45217360	45217391	chr17:45.2Mb
chr17	46804146	46804410	HOXB13
chr17	46805349	46805960	HOXB13
chr17	47677734	47677889	SPOP
chr17	47679221	47679374	SPOP
chr17	47684606	47684739	SPOP
chr17	47685230	47685296	SPOP
chr17	47688636	47688824	SPOP
chr17	47696337	47696475	SPOP
chr17	47696590	47696752	SPOP
chr17	47699302	47699434	SPOP
chr17	47700089	47700177	SPOP
chr17	48263005	48263036	COL1A1
chr17	53158345	53158376	chr17:53.2Mb
chr17	55065514	55065545	chr17:55.1Mb
chr17	56432298	56432352	BZRAP1-AS1;RNF43;SUPT4H1
chr17	56434823	56436189	RNF43
chr17	56437504	56437617	RNF43
chr17	56438138	56438310	RNF43
chr17	56439899	56440014	RNF43
chr17	56440630	56440772	RNF43
chr17	56440881	56440966	RNF43
chr17	56448266	56448399	RNF43
chr17	56492681	56492943	RNF43
chr17	56769999	56770154	RAD51C
chr17	56772286	56772559	RAD51C
chr17	56774048	56774225	RAD51C
chr17	56780551	56780695	RAD51C
chr17	56787131	56787171	chr17:56.8Mb
chr17	56787214	56787356	RAD51C
chr17	56798101	56798178	RAD51C
chr17	56801395	56801466	RAD51C
chr17	56809839	56809910	RAD51C
chr17	56811473	56811588	RAD51C
chr17	57889176	57889207	chr17:57.9Mb
chr17	58740340	58740928	PPM1D
chr17	59760651	59761506	BRIP1
chr17	59763191	59763531	BRIP1
chr17	59770785	59770878	BRIP1
chr17	59793306	59793429	BRIP1
chr17	59820368	59820500	BRIP1
chr17	59821787	59821957	BRIP1
chr17	59853756	59853928	BRIP1
chr17	59857616	59857767	BRIP1
chr17	59858195	59858371	BRIP1
chr17	59861625	59861790	BRIP1
chr17	59870952	59871095	BRIP1
chr17	59876455	59876665	BRIP1
chr17	59878608	59878840	BRIP1
chr17	59885822	59886123	BRIP1
chr17	59924456	59924586	BRIP1
chr17	59926484	59926622	BRIP1
chr17	59934413	59934597	BRIP1
chr17	59937151	59937273	BRIP1
chr17	59938802	59938905	BRIP1
chr17	60683487	60683518	TLK2
chr17	63533752	63533783	AXIN2
chr17	64738726	64738758	PRKCA
chr17	66364733	66364764	ARSG
chr17	66511535	66511722	PRKAR1A
chr17	66518891	66519072	PRKAR1A
chr17	66519860	66519962	PRKAR1A
chr17	66520151	66520223	PRKAR1A
chr17	66521047	66521104	PRKAR1A
chr17	66521889	66522058	PRKAR1A
chr17	66523975	66524046	PRKAR1A
chr17	66525005	66525137	PRKAR1A
chr17	66526055	66526147	PRKAR1A
chr17	66526412	66526595	PRKAR1A
chr17	66547219	66547270	PRKAR1A
chr17	71189166	71189197	COG1
chr17	72301416	72301447	DNAI2
chr17	75085418	75085449	SCARNA16
chr17	78055742	78055773	CCDC40
chr17	78519424	78519596	RPTOR
chr17	78599485	78599598	RPTOR
chr17	78617522	78617615	RPTOR
chr17	78681635	78681804	RPTOR
chr17	78704354	78704511	RPTOR
chr17	78727804	78727990	RPTOR
chr17	78748119	78748131	RPTOR
chr17	78765244	78765314	RPTOR
chr17	78795995	78796106	RPTOR
chr17	78796873	78797028	RPTOR
chr17	78811716	78811802	RPTOR
chr17	78820267	78820379	RPTOR
chr17	78829258	78829352	RPTOR
chr17	78831584	78831705	RPTOR
chr17	78854209	78854294	RPTOR
chr17	78857213	78857289	RPTOR
chr17	78857575	78857777	RPTOR
chr17	78858802	78858953	RPTOR
chr17	78865514	78865642	RPTOR
chr17	78866523	78866674	RPTOR
chr17	78867501	78867670	RPTOR
chr17	78882583	78882734	RPTOR
chr17	78896518	78896632	RPTOR
chr17	78897284	78897478	RPTOR
chr17	78899164	78899285	RPTOR
chr17	78914290	78914406	RPTOR
chr17	78919461	78919586	RPTOR
chr17	78921021	78921156	RPTOR
chr17	78923237	78923352	RPTOR
chr17	78931418	78931535	RPTOR
chr17	78933872	78934010	RPTOR
chr17	78935188	78935285	RPTOR
chr17	78936255	78936382	RPTOR
chr17	78936722	78936862	RPTOR
chr17	78938056	78938135	RPTOR
chr17	81043023	81043054	METRNL
chr18	334726	334757	COLEC12
chr18	724418	724637	YES1
chr18	732828	732970	YES1
chr18	736802	736966	YES1
chr18	739729	739816	YES1
chr18	742912	743102	YES1
chr18	743254	743420	YES1
chr18	745702	745862	YES1
chr18	745942	746056	YES1
chr18	747914	748023	YES1
chr18	751699	751809	YES1
chr18	756551	756832	YES1
chr18	3067262	3067293	MYOM1
chr18	6046701	6046732	L3MBTL4
chr18	9723547	9723578	chr18:9.7Mb
chr18	12021852	12021883	chr18:12.0Mb
chr18	14850359	14850390	ANKRD30B
chr18	19154127	19154158	ESCO1
chr18	21100224	21100255	C18orf8
chr18	25543371	25543402	CDH2
chr18	28586948	28586979	DSC3
chr18	31320213	31320244	ASXL3
chr18	33718185	33718216	chr18:33.7Mb
chr18	39542391	39542424	chr18:39.5Mb
chr18	42456637	42456668	SETBP1
chr18	46385932	46385963	CTIF
chr18	48326362	48326393	chr18:48.3Mb
chr18	48573411	48573670	SMAD4
chr18	48575050	48575235	SMAD4
chr18	48575659	48575699	SMAD4
chr18	48581145	48581368	SMAD4
chr18	48584489	48584619	SMAD4
chr18	48584704	48584831	SMAD4
chr18	48586230	48586291	SMAD4
chr18	48591787	48591981	SMAD4
chr18	48593383	48593562	SMAD4
chr18	48603002	48603151	SMAD4
chr18	48604620	48604842	SMAD4
chr18	51880571	51880602	chr18:51.9Mb
chr18	54815009	54815040	BOD1L2
chr18	57115187	57115218	CCBE1
chr18	60027133	60027164	chr18:60.0Mb
chr18	65179813	65179844	DSEL
chr18	66513646	66513677	CCDC102B
chr18	71442059	71442090	chr18:71.4Mb
chr18	72020459	72020490	C18orf63
chr18	77066984	77067015	ATP9B
chr18	77894828	77894859	ADNP2
chr19	282737	282768	PPAP2C
chr19	1206907	1207207	STK11
chr19	1218410	1218504	STK11
chr19	1219317	1219417	STK11
chr19	1220366	1220509	STK11
chr19	1220574	1220721	STK11
chr19	1221206	1221344	STK11
chr19	1221942	1222010	STK11
chr19	1222978	1223176	STK11
chr19	1226447	1226667	STK11
chr19	3014631	3014662	chr19:3.0Mb
chr19	3114996	3115028	GNA11
chr19	3118926	3118958	GNA11
chr19	4090590	4090711	MAP2K2
chr19	4094445	4094501	MAP2K2
chr19	4095380	4095452	MAP2K2
chr19	4097271	4097346	MAP2K2
chr19	4099193	4099417	MAP2K2
chr19	4101011	4101146	MAP2K2
chr19	4101221	4101283	MAP2K2
chr19	4102368	4102456	MAP2K2
chr19	4110501	4110658	MAP2K2
chr19	4117411	4117632	MAP2K2
chr19	4123775	4123877	MAP2K2
chr19	6436288	6436319	SLC25A23
chr19	9020138	9020169	MUC16
chr19	10597322	10597499	KEAP1
chr19	10599862	10600049	KEAP1
chr19	10600318	10600534	KEAP1
chr19	10602247	10602943	KEAP1
chr19	10610065	10610714	KEAP1
chr19	11094822	11095054	SMARCA4
chr19	11095943	11096098	SMARCA4
chr19	11096859	11097274	SMARCA4
chr19	11097575	11097684	SMARCA4
chr19	11098336	11098605	SMARCA4
chr19	11099987	11100124	SMARCA4
chr19	11101820	11102004	SMARCA4
chr19	11105498	11105682	SMARCA4
chr19	11106883	11107061	SMARCA4
chr19	11107164	11107225	SMARCA4
chr19	11113699	11113840	SMARCA4
chr19	11114010	11114078	SMARCA4
chr19	11118572	11118704	SMARCA4
chr19	11121051	11121212	SMARCA4
chr19	11123619	11123793	SMARCA4
chr19	11129627	11129704	SMARCA4
chr19	11130261	11130382	SMARCA4
chr19	11132395	11132648	SMARCA4
chr19	11134188	11134312	SMARCA4
chr19	11135001	11135119	SMARCA4
chr19	11136092	11136189	SMARCA4
chr19	11136970	11137027	SMARCA4
chr19	11138454	11138631	SMARCA4
chr19	11141400	11141574	SMARCA4
chr19	11143960	11144198	SMARCA4
chr19	11144437	11144546	SMARCA4
chr19	11144793	11144881	SMARCA4
chr19	11145584	11145813	SMARCA4
chr19	11150128	11150234	SMARCA4
chr19	11151968	11152241	SMARCA4
chr19	11168925	11169044	SMARCA4
chr19	11169458	11169570	SMARCA4
chr19	11170423	11170566	SMARCA4
chr19	11170715	11170868	SMARCA4
chr19	11172454	11172497	SMARCA4
chr19	12014339	12014370	chr19:12.0Mb
chr19	15083677	15083708	SLC1A6
chr19	15349182	15349261	BRD4
chr19	15349548	15349796	BRD4
chr19	15349864	15350080	BRD4
chr19	15350197	15350338	BRD4
chr19	15350464	15350637	BRD4
chr19	15350715	15350838	BRD4
chr19	15353705	15354303	BRD4
chr19	15355036	15355416	BRD4
chr19	15355515	15355578	BRD4
chr19	15360085	15360106	BRD4
chr19	15364362	15364599	BRD4
chr19	15364957	15365078	BRD4
chr19	15366102	15366408	BRD4
chr19	15366869	15367079	BRD4
chr19	15367769	15367989	BRD4
chr19	15374225	15374364	BRD4
chr19	15375209	15375582	BRD4
chr19	15376159	15376459	BRD4
chr19	15378221	15378367	BRD4
chr19	15379710	15379858	BRD4
chr19	15383620	15383915	BRD4
chr19	18108940	18108971	KCNN1
chr19	21128276	21128307	chr19:21.1Mb
chr19	23837129	23837160	ZNF675
chr19	29567118	29567149	chr19:29.6Mb
chr19	30097252	30097283	chr19:30.1Mb
chr19	30303457	30303490	CCNE1
chr19	30303493	30303548	chr19:30.3Mb
chr19	30303590	30303688	CCNE1
chr19	30303870	30303949	CCNE1
chr19	30308038	30308194	CCNE1
chr19	30308307	30308453	CCNE1
chr19	30311603	30311760	CCNE1
chr19	30312623	30312729	CCNE1
chr19	30312897	30313042	CCNE1
chr19	30313141	30313263	CCNE1
chr19	30313347	30313515	CCNE1
chr19	30314556	30314689	CCNE1
chr19	33098616	33098647	ANKRD27
chr19	36015849	36015880	chr19:36.0Mb
chr19	36486171	36486529	SDHAF1
chr19	39196729	39196760	ACTN4
chr19	40761050	40761191	AKT2
chr19	40762818	40762977	AKT2
chr19	41306472	41307325	EGLN2
chr19	41312454	41312584	EGLN2
chr19	41313037	41313184	EGLN2
chr19	41313383	41313461	EGLN2
chr19	41313708	41313774	EGLN2
chr19	42132298	42132329	CEACAM4
chr19	42788851	42788928	CIC
chr19	42790917	42791077	CIC
chr19	42791152	42791397	CIC
chr19	42791466	42791606	CIC
chr19	42791691	42791884	CIC
chr19	42791956	42792132	CIC
chr19	42793034	42793247	CIC
chr19	42793327	42793563	CIC
chr19	42793994	42794108	CIC
chr19	42794379	42795623	CIC
chr19	42795704	42795902	CIC
chr19	42796232	42796364	CIC
chr19	42796446	42796623	CIC
chr19	42796712	42797016	CIC
chr19	42797102	42797438	CIC
chr19	42797738	42797993	CIC
chr19	42798081	42798246	CIC
chr19	42798319	42798461	CIC
chr19	42798750	42798892	CIC
chr19	42798970	42799348	CIC
chr19	44047538	44047662	XRCC1
chr19	44047758	44047844	XRCC1
chr19	44048290	44048391	XRCC1
chr19	44049964	44050114	XRCC1
chr19	44050198	44050263	XRCC1
chr19	44050741	44050884	XRCC1
chr19	44051030	44051134	XRCC1
chr19	44055717	44055844	XRCC1
chr19	44056163	44056432	XRCC1
chr19	44056943	44057065	XRCC1
chr19	44057128	44057248	XRCC1
chr19	44057547	44057669	XRCC1
chr19	44057755	44057840	XRCC1
chr19	44058792	44058961	XRCC1
chr19	44065056	44065177	XRCC1
chr19	44079056	44079159	XRCC1
chr19	44079554	44079615	XRCC1
chr19	45004289	45004320	ZNF180
chr19	45854881	45854984	ERCC2;KLC3
chr19	45855461	45855615	ERCC2
chr19	45855758	45855912	ERCC2
chr19	45855998	45856079	ERCC2
chr19	45856335	45856418	ERCC2
chr19	45856494	45856597	ERCC2
chr19	45857982	45858114	ERCC2
chr19	45858917	45858991	ERCC2
chr19	45860522	45860634	ERCC2
chr19	45860726	45860806	ERCC2
chr19	45860882	45860962	ERCC2
chr19	45862112	45862175	ERCC2
chr19	45864776	45864905	ERCC2
chr19	45866995	45867174	ERCC2
chr19	45867238	45867382	ERCC2
chr19	45867487	45867594	ERCC2
chr19	45867676	45867810	ERCC2
chr19	45868090	45868217	ERCC2
chr19	45868294	45868421	ERCC2
chr19	45871882	45872006	ERCC2
chr19	45872182	45872255	ERCC2
chr19	45872322	45872410	ERCC2
chr19	45873385	45873495	ERCC2
chr19	45873788	45873803	ERCC2
chr19	48244553	48244584	EHD2
chr19	50138827	50138922	RRAS
chr19	50138985	50139114	RRAS
chr19	50139870	50139989	RRAS
chr19	50140075	50140188	RRAS
chr19	50140294	50140392	RRAS
chr19	50143197	50143360	RRAS
chr19	51217534	51217565	SHANK1
chr19	52693344	52693432	PPP2R1A
chr19	52705191	52705292	PPP2R1A
chr19	52709210	52709321	PPP2R1A
chr19	52714507	52714750	PPP2R1A
chr19	52715933	52716091	PPP2R1A
chr19	52716202	52716368	PPP2R1A
chr19	52719026	52719151	PPP2R1A
chr19	52719251	52719332	PPP2R1A
chr19	52719776	52719921	PPP2R1A
chr19	52722938	52723122	PPP2R1A
chr19	52723436	52723507	PPP2R1A
chr19	52724226	52724391	PPP2R1A
chr19	52725346	52725499	PPP2R1A
chr19	52728964	52729066	PPP2R1A
chr19	52729212	52729239	PPP2R1A
chr19	54197617	54197648	MIR526B
chr19	57023009	57023042	chr19:57.0Mb
chr2	1093949	1093980	chr2:1.1Mb
chr2	3392279	3392310	TRAPPC12
chr2	7540679	7540710	chr2:7.5Mb
chr2	9419399	9419430	chr2:9.4Mb
chr2	12877485	12877516	MIR3125
chr2	15427157	15427188	chr2:15.4Mb
chr2	16082181	16082981	MYCN
chr2	16085609	16086224	MYCN
chr2	20135267	20135298	WDR35
chr2	21250898	21250929	APOB
chr2	24194298	24194329	chr2:24.2Mb
chr2	27157380	27157411	chr2:27.2Mb
chr2	29416084	29416793	ALK
chr2	29419630	29419731	ALK
chr2	29420402	29420547	ALK
chr2	29430031	29430143	ALK
chr2	29432646	29432749	ALK
chr2	29436844	29436952	ALK
chr2	29443566	29443706	ALK
chr2	29445204	29445279	ALK
chr2	29445377	29445478	ALK
chr2	29446202	29446399	ALK
chr2	29448321	29448436	ALK
chr2	29449782	29449945	ALK
chr2	29450434	29450543	ALK
chr2	29451744	29451937	ALK
chr2	29455164	29455319	ALK
chr2	29456425	29456567	ALK
chr2	29462540	29462701	ALK
chr2	29473965	29474138	ALK
chr2	29497959	29498098	ALK
chr2	29498262	29498367	ALK
chr2	29519748	29519928	ALK
chr2	29541164	29541275	ALK
chr2	29543611	29543753	ALK
chr2	29551210	29551352	ALK
chr2	29606592	29606730	ALK
chr2	29754775	29754987	ALK
chr2	29917710	29917885	ALK
chr2	29940438	29940568	ALK
chr2	30142853	30143530	ALK
chr2	30381489	30381520	YPEL5
chr2	33335831	33335862	chr2:33.3Mb
chr2	36704128	36704159	CRIM1
chr2	39536482	39536599	chr2:39.5Mb
chr2	39993151	39993182	chr2:40.0Mb
chr2	42560959	42560990	chr2:42.6Mb
chr2	46525045	46525081	EPAS1
chr2	46574006	46574207	EPAS1
chr2	46583284	46583446	EPAS1
chr2	46583857	46583952	EPAS1
chr2	46587771	46587900	EPAS1
chr2	46588018	46588234	EPAS1
chr2	46596960	46597077	EPAS1
chr2	46602823	46602981	EPAS1
chr2	46603655	46603897	EPAS1
chr2	46605027	46605231	EPAS1
chr2	46605790	46605911	EPAS1
chr2	46607360	46607861	EPAS1
chr2	46608729	46608866	EPAS1
chr2	46609108	46609233	EPAS1
chr2	46609558	46609742	EPAS1
chr2	46611642	46611804	EPAS1
chr2	47630325	47630546	MSH2
chr2	47635534	47635699	MSH2
chr2	47637227	47637516	MSH2
chr2	47639547	47639704	MSH2
chr2	47641355	47641562	MSH2
chr2	47641702	47641808	chr2:47.6Mb
chr2	47643429	47643573	MSH2
chr2	47656875	47657085	MSH2
chr2	47672681	47672801	MSH2
chr2	47690164	47690298	MSH2
chr2	47693791	47693952	MSH2
chr2	47698098	47698206	MSH2
chr2	47702158	47702414	MSH2
chr2	47703500	47703715	MSH2
chr2	47705405	47705663	MSH2
chr2	47707829	47708015	MSH2
chr2	47709912	47710093	MSH2
chr2	47739436	47739578	MSH2
chr2	48010367	48010637	MSH6
chr2	48018060	48018306	MSH6
chr2	48023027	48023207	MSH6
